job_name,company_name,salary_low,salary_high,location,experience,education,company_size,industry,description
BI分析师,智联科技,11,22,宝安区,3-5年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、NumPy、Tableau。
数据产品经理,华为技术,13,20,龙岗区,经验不限,硕士,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、FineBI、爬虫、A/B测试。
数据挖掘工程师,招商银行,11,17,福田区,应届生,大专,10000人以上,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、数据仓库、机器学习、ETL。
数据分析师,云帆数据,9,18,盐田区,应届生,硕士,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、统计分析、MySQL、ETL。
数据分析师,大疆创新,11,19,南山区,3-5年,硕士,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Excel、Tableau。
BI分析师,中兴通讯,9,17,龙华区,3-5年,硕士,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、统计分析。
数据产品经理,万科集团,12,20,坪山区,1-3年,硕士,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、FineBI。
BI分析师,华润置地,5,10,光明区,5-10年,大专,100-499人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、爬虫。
数据挖掘工程师,顺丰速运,14,29,盐田区,应届生,本科,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、FineBI、Excel。
数据挖掘工程师,万科集团,9,17,坪山区,应届生,本科,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、数据仓库、PowerBI。
数据运营,云帆数据,7,15,龙岗区,1-3年,大专,20-99人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Excel、Hive、统计分析、Tableau。
数据挖掘工程师,平安科技,15,23,龙华区,1-3年,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、SQL、可视化。
数据产品经理,平安科技,12,18,福田区,3-5年,硕士,0-20人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、A/B测试、MySQL、ETL。
商业分析,招商银行,13,30,宝安区,1-3年,本科,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Python。
BI分析师,智联科技,13,18,坪山区,3-5年,本科,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、SQL。
BI分析师,极光智能,10,23,罗湖区,经验不限,大专,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、爬虫、ETL。
BI分析师,比亚迪,13,23,南山区,应届生,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、可视化、ETL、FineBI、爬虫。
数据挖掘工程师,顺丰速运,12,28,龙华区,1-3年,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、数据仓库。
商业分析,云帆数据,13,16,罗湖区,1-3年,硕士,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、数据仓库、MySQL、Hive。
数据挖掘工程师,平安科技,12,19,宝安区,1-3年,博士,0-20人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Pandas。
BI分析师,大疆创新,10,22,光明区,应届生,本科,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、PowerBI、爬虫。
数据运营,华润置地,9,18,坪山区,经验不限,大专,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、数据仓库、Python、Tableau。
商业分析,深蓝信息,12,23,盐田区,3-5年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Spark、A/B测试、可视化、SQL。
数据产品经理,智联科技,9,17,龙华区,1-3年,大专,500-999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Excel、NumPy、数据挖掘。
数据产品经理,华润置地,9,16,龙岗区,1-3年,本科,500-999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、SQL、数据挖掘、可视化。
商业分析,极光智能,11,20,罗湖区,经验不限,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Excel。
商业分析,深蓝信息,12,29,坪山区,应届生,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、NumPy、Pandas、Hive。
数据产品经理,腾讯科技,9,15,盐田区,1-3年,硕士,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、Excel、Spark、A/B测试。
数据挖掘工程师,智联科技,7,17,罗湖区,应届生,本科,500-999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、PowerBI、数据仓库。
数据挖掘工程师,中兴通讯,13,18,福田区,经验不限,本科,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、ETL。
数据分析实习生,云帆数据,11,18,罗湖区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、A/B测试、SQL、NumPy。
商业分析,腾讯科技,10,18,福田区,1-3年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Hadoop、爬虫、Spark、PowerBI。
数据挖掘工程师,星辰互联网,13,16,盐田区,1-3年,大专,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、A/B测试、爬虫、数据仓库、MySQL。
数据挖掘工程师,深蓝信息,10,17,罗湖区,3-5年,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、A/B测试、MySQL、Python。
商业分析,中兴通讯,10,20,龙岗区,经验不限,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Pandas。
数据运营,华润置地,9,22,盐田区,1-3年,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、统计分析、Excel。
数据挖掘工程师,大疆创新,13,19,龙华区,1-3年,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、MySQL。
数据运营,华润置地,14,21,福田区,3-5年,本科,10000人以上,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Pandas。
数据挖掘工程师,大疆创新,12,20,龙华区,1-3年,本科,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Python、NumPy。
数据运营,大疆创新,11,18,盐田区,应届生,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、Hadoop、Excel、Python。
数据挖掘工程师,平安科技,12,17,罗湖区,应届生,硕士,10000人以上,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Hadoop。
数据分析师,招商银行,12,24,光明区,1-3年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、FineBI、可视化、PowerBI、Tableau。
商业分析,极光智能,13,27,龙华区,3-5年,本科,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Python、Excel。
商业分析,智联科技,9,19,光明区,5-10年,大专,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、可视化、Tableau、FineBI、数据仓库。
数据运营,招商银行,16,29,龙岗区,1-3年,大专,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、数据挖掘、可视化。
数据分析师,腾讯科技,10,13,盐田区,1-3年,大专,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Hive。
BI分析师,华为技术,7,13,坪山区,3-5年,大专,100-499人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、数据仓库。
BI分析师,星辰互联网,9,18,南山区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、Hadoop、爬虫、ETL。
数据运营,云帆数据,14,23,罗湖区,应届生,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Python。
BI分析师,华为技术,9,17,罗湖区,经验不限,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、Pandas、Tableau、NumPy。
数据分析实习生,顺丰速运,10,20,宝安区,1-3年,本科,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、NumPy、数据仓库、MySQL。
商业分析,招商银行,12,22,盐田区,1-3年,本科,500-999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、数据挖掘、Pandas、FineBI。
数据运营,中兴通讯,13,21,坪山区,经验不限,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Hive、可视化、Python。
数据产品经理,比亚迪,12,19,坪山区,1-3年,大专,10000人以上,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、数据挖掘、Spark、数据仓库。
数据产品经理,万科集团,9,18,光明区,1-3年,本科,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Spark、Tableau。
数据分析师,极光智能,9,21,福田区,应届生,大专,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、机器学习、爬虫、数据挖掘、PowerBI。
数据分析师,万科集团,14,18,宝安区,5-10年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、NumPy。
数据分析实习生,深蓝信息,16,29,福田区,1-3年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、数据挖掘。
数据分析实习生,星辰互联网,11,18,福田区,经验不限,大专,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、FineBI。
数据分析实习生,万科集团,10,21,光明区,应届生,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Pandas、A/B测试、数据挖掘、数据仓库。
数据产品经理,顺丰速运,10,22,盐田区,应届生,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、统计分析。
BI分析师,腾讯科技,11,19,坪山区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、ETL、机器学习、Python、统计分析。
BI分析师,华润置地,8,10,龙华区,经验不限,本科,20-99人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、ETL。
数据挖掘工程师,中兴通讯,9,13,罗湖区,1-3年,本科,0-20人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、爬虫、统计分析、Pandas、Hadoop。
数据分析实习生,平安科技,15,28,南山区,应届生,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Excel、ETL、爬虫、MySQL。
数据分析师,比亚迪,16,26,南山区,经验不限,本科,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、A/B测试、ETL。
数据分析师,腾讯科技,14,19,龙岗区,1-3年,大专,10000人以上,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、NumPy。
数据挖掘工程师,星辰互联网,10,20,福田区,1-3年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、MySQL。
数据分析师,星辰互联网,17,27,宝安区,1-3年,硕士,10000人以上,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、Pandas、ETL、NumPy、FineBI。
数据分析师,万科集团,8,19,龙岗区,经验不限,大专,20-99人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、Hadoop、ETL、FineBI、A/B测试。
数据分析实习生,华为技术,13,16,光明区,3-5年,大专,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、Tableau。
商业分析,云帆数据,10,13,盐田区,1-3年,本科,500-999人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、机器学习、Tableau、SQL、ETL。
数据产品经理,极光智能,13,16,罗湖区,经验不限,大专,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Pandas。
数据分析实习生,中兴通讯,12,18,宝安区,经验不限,本科,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Tableau、数据仓库、SQL、Hive。
商业分析,顺丰速运,10,15,龙华区,1-3年,硕士,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、ETL。
BI分析师,华为技术,10,21,福田区,3-5年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、PowerBI、Spark、机器学习。
数据分析师,招商银行,7,10,光明区,3-5年,本科,20-99人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、MySQL、SQL、可视化、NumPy。
数据分析实习生,大疆创新,14,21,龙华区,应届生,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Spark、NumPy、SQL。
数据分析实习生,华为技术,8,16,盐田区,1-3年,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Tableau、数据仓库、机器学习。
数据挖掘工程师,招商银行,14,21,盐田区,3-5年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Spark、可视化。
BI分析师,深蓝信息,17,27,南山区,1-3年,大专,10000人以上,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、Hive。
商业分析,招商银行,12,26,福田区,1-3年,大专,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Hadoop、爬虫。
商业分析,智联科技,9,16,罗湖区,应届生,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、FineBI。
数据挖掘工程师,极光智能,8,10,龙华区,1-3年,本科,0-20人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Spark。
